province, city_name, city_code,date,avg_temperature
内蒙古自治区,开鲁,54134,2023-12-09,-10.8
黑龙江省,宝清,50888,2023-12-09,-10.7
内蒙古自治区,太仆寺旗,54305,2023-12-09,-10.7
内蒙古自治区,巴林左旗,54027,2023-12-09,-10.6
内蒙古自治区,多伦,54208,2023-12-09,-10.6
河北省,康保,53392,2023-12-08,-10.6
青海省,泽库,52968,2023-12-08,-10.6
内蒙古自治区,岗子,54214,2023-12-09,-10.5
青海省,曲麻莱,56021,2023-12-09,-10.5
内蒙古自治区,胡尔勒,50832,2023-12-08,-10.5
内蒙古自治区,扎赉特旗,50833,2023-12-08,-10.5
吉林省,舒兰,54076,2023-12-09,-10.4
吉林省,长春,54161,2023-12-09,-10.4
内蒙古自治区,高力板,54031,2023-12-08,-10.4
黑龙江省,双城,50955,2023-12-08,-10.4
内蒙古自治区,巴林右旗,54113,2023-12-08,-10.4
黑龙江省,嘉荫,50673,2023-12-08,-10.4
西藏自治区,双湖,55178,2023-12-08,-10.4
黑龙江省,七台河,50971,2023-12-09,-10.3
内蒙古自治区,敖汉旗,54225,2023-12-09,-10.3
黑龙江省,抚远,50779,2023-12-08,-10.3
内蒙古自治区,苏尼特左旗,53195,2023-12-08,-10.3
青海省,河南,56065,2023-12-09,-10.3
内蒙古自治区,通辽,54135,2023-12-09,-10.2
内蒙古自治区,正镶白旗,54204,2023-12-09,-10.2
黑龙江省,林口,50979,2023-12-09,-10.2
西藏自治区,措勤,55357,2023-12-08,-10.2
吉林省,公主岭,54156,2023-12-09,-10.2
青海省,治多,56016,2023-12-09,-10.2
西藏自治区,日土,55125,2023-12-09,-10.2
河北省,沽源,54301,2023-12-09,-10.1
西藏自治区,安多,55294,2023-12-09,-10.1
青海省,泽库,52968,2023-12-09,-10.1
内蒙古自治区,翁牛特旗,54213,2023-12-09,-10.0
黑龙江省,集贤,50880,2023-12-08,-10.0
青海省,河南,56065,2023-12-08,-10.0
吉林省,九台,54069,2023-12-09,-10.0
黑龙江省,勃利,50973,2023-12-09,-9.8
吉林省,梨树,54154,2023-12-09,-9.8
黑龙江省,木兰,50962,2023-12-08,-9.8
西藏自治区,聂荣,55298,2023-12-08,-9.8
黑龙江省,阿城,50958,2023-12-08,-9.7
内蒙古自治区,科尔沁左翼后旗,54231,2023-12-09,-9.6
内蒙古自治区,扎鲁特旗,54026,2023-12-08,-9.6
内蒙古自治区,宝国图,54226,2023-12-09,-9.5
吉林省,双辽,54142,2023-12-09,-9.5
吉林省,洮南,50939,2023-12-08,-9.5
青海省,玛沁,56043,2023-12-09,-9.5
吉林省,伊通,54164,2023-12-09,-9.4
内蒙古自治区,奈曼旗,54223,2023-12-09,-9.4
四川省,石渠,56038,2023-12-09,-9.4
内蒙古自治区,正蓝旗,54205,2023-12-09,-9.3
内蒙古自治区,满都拉,53149,2023-12-09,-9.3
吉林省,大安,50945,2023-12-08,-9.3
黑龙江省,丰林,50772,2023-12-08,-9.3
内蒙古自治区,青龙山,54132,2023-12-09,-9.2
青海省,玉树,56029,2023-12-09,-9.2
黑龙江省,伊春,50774,2023-12-08,-9.2
吉林省,双阳,54165,2023-12-09,-9.2
西藏自治区,康马,55676,2023-12-09,-9.1
吉林省,扶余,54063,2023-12-08,-9.1
吉林省,吉林,54172,2023-12-09,-9.1
西藏自治区,嘉黎,56202,2023-12-09,-9.0
黑龙江省,通河,50963,2023-12-08,-9.0
黑龙江省,同江,50778,2023-12-08,-9.0
西藏自治区,措勤,55357,2023-12-09,-9.0
青海省,天峻,52745,2023-12-09,-9.0
内蒙古自治区,达尔罕茂明安联合旗,53352,2023-12-09,-8.9
西藏自治区,帕里,55773,2023-12-09,-8.9
内蒙古自治区,库伦旗,54234,2023-12-09,-8.9
吉林省,镇赉,50940,2023-12-08,-8.8
吉林省,白城,50936,2023-12-08,-8.8
黑龙江省,宾县,50960,2023-12-08,-8.8
青海省,海晏,52853,2023-12-08,-8.8
黑龙江省,密山,50985,2023-12-09,-8.8
内蒙古自治区,商都,53385,2023-12-09,-8.8
西藏自治区,尼玛,55361,2023-12-09,-8.8
青海省,杂多,56018,2023-12-09,-8.7
内蒙古自治区,化德,53391,2023-12-09,-8.7
黑龙江省,穆棱,54093,2023-12-09,-8.7
内蒙古自治区,察哈尔右翼后旗,53384,2023-12-09,-8.6
吉林省,乾安,50948,2023-12-08,-8.6
吉林省,通榆,54041,2023-12-08,-8.6
青海省,治多,56016,2023-12-08,-8.6
青海省,甘德,56045,2023-12-08,-8.6
西藏自治区,札达,55325,2023-12-09,-8.6
西藏自治区,定结,55666,2023-12-09,-8.6
吉林省,四平,54157,2023-12-09,-8.5
内蒙古自治区,二连浩特,53068,2023-12-08,-8.5
内蒙古自治区,科尔沁左翼中旗,54047,2023-12-08,-8.5
西藏自治区,那曲,55299,2023-12-09,-8.5
内蒙古自治区,舍伯吐,54039,2023-12-08,-8.4
黑龙江省,海林,54092,2023-12-09,-8.4
内蒙古自治区,开鲁,54134,2023-12-08,-8.4
内蒙古自治区,赤峰,54218,2023-12-09,-8.4
内蒙古自治区,喀喇沁旗,54313,2023-12-09,-8.3
河北省,张北,53399,2023-12-09,-8.3
内蒙古自治区,镶黄旗,53289,2023-12-08,-8.3
西藏自治区,安多,55294,2023-12-08,-8.3
内蒙古自治区,察哈尔右翼中旗,53378,2023-12-08,-8.2
内蒙古自治区,白云鄂博,53343,2023-12-09,-8.2
吉林省,前郭,50949,2023-12-08,-8.2
西藏自治区,班戈,55279,2023-12-08,-8.2
西藏自治区,岗巴,55677,2023-12-08,-8.2
河北省,尚义,53397,2023-12-09,-8.2
吉林省,辽源,54260,2023-12-09,-8.2
四川省,色达,56152,2023-12-09,-8.2
内蒙古自治区,四子王旗,53362,2023-12-09,-8.1
青海省,称多,X7051,2023-12-09,-8.1
黑龙江省,宁安,54098,2023-12-09,-8.1
内蒙古自治区,苏尼特右旗,53272,2023-12-08,-8.1
青海省,茫崖,51886,2023-12-09,-8.1
吉林省,磐石,54263,2023-12-09,-8.1
吉林省,长岭,54049,2023-12-08,-8.0
内蒙古自治区,正镶白旗,54204,2023-12-08,-8.0
青海省,大柴旦,52713,2023-12-09,-7.9
河北省,围场,54311,2023-12-09,-7.9
黑龙江省,鸡西,50978,2023-12-09,-7.9
西藏自治区,浪卡子,55681,2023-12-09,-7.9
黑龙江省,牡丹江,54094,2023-12-09,-7.9
吉林省,蛟河,54181,2023-12-09,-7.9
